Location,Country,Year,Number of accidents,Killed,Injured
Outside built-up areas,San Marino,2016,31,0,39
Outside built-up areas,San Marino,2017,32,2,35
Outside built-up areas,San Marino,2018,28,3,36
Outside built-up areas,San Marino,2019,21,1,22
Outside built-up areas,San Marino,2020,21,,30
Outside built-up areas,San Marino,2021,34,,44
Outside built-up areas,San Marino,2022,28,,36
Outside built-up areas,Serbia,1993,,,
Outside built-up areas,Serbia,1994,,,
Outside built-up areas,Serbia,1995,,,
Outside built-up areas,Serbia,1996,,,
Outside built-up areas,Serbia,1997,,,
Outside built-up areas,Serbia,1998,,,
Outside built-up areas,Serbia,1999,,,
Outside built-up areas,Serbia,2000,947,145,1437
Outside built-up areas,Serbia,2001,1326,209,1959
Outside built-up areas,Serbia,2002,1058,166,1507
Outside built-up areas,Serbia,2003,1228,173,1750
Outside built-up areas,Serbia,2004,1582,230,2349
Outside built-up areas,Serbia,2005,1499,175,2264
Outside built-up areas,Serbia,2006,1757,196,2678
Outside built-up areas,Serbia,2007,2068,201,3184
Outside built-up areas,Serbia,2008,2078,220,3086
Outside built-up areas,Serbia,2009,1913,191,2983
Outside built-up areas,Serbia,2010,1699,153,2697
Outside built-up areas,Serbia,2011,1544,155,2423
Outside built-up areas,Serbia,2012,1354,149,2134
Outside built-up areas,Serbia,2013,1359,148,2170
Outside built-up areas,Serbia,2014,2077,191,3134
Outside built-up areas,Serbia,2015,1644,159,5063
Outside built-up areas,Serbia,2016,2102,230,3426
Outside built-up areas,Serbia,2017,2281,238,3776
Outside built-up areas,Serbia,2018,2804,236,4742
Outside built-up areas,Serbia,2019,3000,229,5099
Outside built-up areas,Serbia,2020,2710,233,4279
Outside built-up areas,Serbia,2021,2977,252,4831
Outside built-up areas,Serbia,2022,2850,273,4642
Outside built-up areas,Slovakia,1993,2673,288,4185
Outside built-up areas,Slovakia,1994,2477,315,3685
Outside built-up areas,Slovakia,1995,2758,305,4359
Outside built-up areas,Slovakia,1996,2855,331,4458
Outside built-up areas,Slovakia,1997,3158,441,4823
Outside built-up areas,Slovakia,1998,3165,434,4815
Outside built-up areas,Slovakia,1999,2662,344,4227
Outside built-up areas,Slovakia,2000,2510,317,3756
Outside built-up areas,Slovakia,2001,2533,317,3885
Outside built-up areas,Slovakia,2002,2484,331,3762
Outside built-up areas,Slovakia,2003,2656,326,3988
Outside built-up areas,Slovakia,2004,2641,316,4004
Outside built-up areas,Slovakia,2005,2616,308,3923
Outside built-up areas,Slovakia,2006,2656,308,4099
Outside built-up areas,Slovakia,2007,2796,344,4217
Outside built-up areas,Slovakia,2008,2839,312,4290
Outside built-up areas,Slovakia,2009,2344,199,3472
Outside built-up areas,Slovakia,2010,2170,200,3317
Outside built-up areas,Slovakia,2011,,,
Outside built-up areas,Slovakia,2012,,200,
Outside built-up areas,Slovakia,2013,1954,132,
Outside built-up areas,Slovakia,2014,,,
Outside built-up areas,Slovakia,2015,0,,
Outside built-up areas,Slovakia,2016,1719,156,2606
Outside built-up areas,Slovakia,2017,1785,153,2633
Outside built-up areas,Slovakia,2018,1764,155,2596
Outside built-up areas,Slovakia,2019,1671,168,2411
Outside built-up areas,Slovakia,2020,1486,134,2055
Outside built-up areas,Slovakia,2021,,,
Outside built-up areas,Slovakia,2022,,,
Outside built-up areas,Slovenia,1993,2294,266,2999
Outside built-up areas,Slovenia,1994,2805,308,3804
Outside built-up areas,Slovenia,1995,3014,261,3909
Outside built-up areas,Slovenia,1996,2932,254,3776
Outside built-up areas,Slovenia,1997,3062,223,4040
Outside built-up areas,Slovenia,1998,2497,185,3369
Outside built-up areas,Slovenia,1999,2252,212,4104
Outside built-up areas,Slovenia,2000,3589,156,5138
Outside built-up areas,Slovenia,2001,3791,163,5517
Outside built-up areas,Slovenia,2002,4030,153,5752
Outside built-up areas,Slovenia,2003,4480,136,6604
Outside built-up areas,Slovenia,2004,4698,154,7191
Outside built-up areas,Slovenia,2005,4373,157,6427
Outside built-up areas,Slovenia,2006,4029,137,5979
Outside built-up areas,Slovenia,2007,3719,162,5436
Outside built-up areas,Slovenia,2008,2862,128,4197
Outside built-up areas,Slovenia,2009,2646,77,3926
Outside built-up areas,Slovenia,2010,2224,59,3158
Outside built-up areas,Slovenia,2011,2070,74,2924
Outside built-up areas,Slovenia,2012,1974,68,2793
Outside built-up areas,Slovenia,2013,1856,56,2614
Outside built-up areas,Slovenia,2014,1784,53,2452
Outside built-up areas,Slovenia,2015,1846,66,2574
Outside built-up areas,Slovenia,2016,1853,62,2547
Outside built-up areas,Slovenia,2017,1685,44,2258
Outside built-up areas,Slovenia,2018,1626,51,2203
Outside built-up areas,Slovenia,2019,1647,61,2211
Outside built-up areas,Slovenia,2020,1180,45,1464
Outside built-up areas,Slovenia,2021,1304,57,1700
Outside built-up areas,Slovenia,2022,,,
Outside built-up areas,Spain,1993,33401,4804,56100
Outside built-up areas,Spain,1994,31903,4129,53059
Outside built-up areas,Spain,1995,34695,4354,57256
Outside built-up areas,Spain,1996,34802,4149,56187
Outside built-up areas,Spain,1997,34266,4160,57394
Outside built-up areas,Spain,1998,41563,4452,67941
Outside built-up areas,Spain,1999,41769,4381,68760
Outside built-up areas,Spain,2000,41620,4352,68973
Outside built-up areas,Spain,2001,34425,3396,55751
Outside built-up areas,Spain,2002,33563,3328,54557
Outside built-up areas,Spain,2003,35077,3418,57662
Outside built-up areas,Spain,2004,32227,2919,51491
Outside built-up areas,Spain,2005,31511,2800,49893
Outside built-up areas,Spain,2006,35402,2601,54551
Outside built-up areas,Spain,2007,38114,2470,57629
Outside built-up areas,Spain,2008,33309,1977,50142
Outside built-up areas,Spain,2009,30565,1669,46031
Outside built-up areas,Spain,2010,29412,1517,44192
Outside built-up areas,Spain,2011,26462,1266,39479
Outside built-up areas,Spain,2012,26698,1144,39979
Outside built-up areas,Spain,2013,26129,939,38966
Outside built-up areas,Spain,2014,24367,956,36361
Outside built-up areas,Spain,2015,23729,971,35283
Outside built-up areas,Spain,2016,24488,964,36568
Outside built-up areas,Spain,2017,24953,1013,36833
Outside built-up areas,Spain,2018,24782,994,36307
Outside built-up areas,Spain,2019,24815,896,35811
Outside built-up areas,Spain,2020,18716,751,25778
Outside built-up areas,Spain,2021,21488,800,30275
Outside built-up areas,Spain,2022,,,
Outside built-up areas,Sweden,1993,5458,401,7882
Outside built-up areas,Sweden,1994,5659,385,8241
Outside built-up areas,Sweden,1995,5759,360,8630
Outside built-up areas,Sweden,1996,5674,375,8450
Outside built-up areas,Sweden,1997,5791,347,8452
Outside built-up areas,Sweden,1998,5533,338,8295
Outside built-up areas,Sweden,1999,5886,371,8789
Outside built-up areas,Sweden,2000,5632,404,8461
Outside built-up areas,Sweden,2001,5687,373,8522
Outside built-up areas,Sweden,2002,6397,387,9808
Outside built-up areas,Sweden,2003,7230,364,11184
Outside built-up areas,Sweden,2004,6953,319,10677
Outside built-up areas,Sweden,2005,7132,310,10853
Outside built-up areas,Sweden,2006,7311,312,11042
Outside built-up areas,Sweden,2007,7648,323,11416
Outside built-up areas,Sweden,2008,7797,281,11390
Outside built-up areas,Sweden,2009,6925,243,10299
Outside built-up areas,Sweden,2010,6448,170,9620
Outside built-up areas,Sweden,2011,6426,217,9292
Outside built-up areas,Sweden,2012,6642,178,9623
Outside built-up areas,Sweden,2013,5749,181,8131
Outside built-up areas,Sweden,2014,5362,158,7564
Outside built-up areas,Sweden,2015,5982,179,8343
Outside built-up areas,Sweden,2016,5871,168,8107
Outside built-up areas,Sweden,2017,6111,161,8461
Outside built-up areas,Sweden,2018,5963,217,8130
Outside built-up areas,Sweden,2019,5692,146,7727
Outside built-up areas,Sweden,2020,5268,131,6991
Outside built-up areas,Sweden,2021,,,
Outside built-up areas,Sweden,2022,,,
Outside built-up areas,Switzerland,1993,6545,392,8802
Outside built-up areas,Switzerland,1994,6579,350,8930
Outside built-up areas,Switzerland,1995,6379,361,8687
Outside built-up areas,Switzerland,1996,5799,320,7680
Outside built-up areas,Switzerland,1997,5838,306,7870
Outside built-up areas,Switzerland,1998,5866,296,7917
Outside built-up areas,Switzerland,1999,6299,310,8525
Outside built-up areas,Switzerland,2000,6388,331,8654
Outside built-up areas,Switzerland,2001,6552,269,8911
Outside built-up areas,Switzerland,2002,6233,273,8332
Outside built-up areas,Switzerland,2003,6495,317,8799
Outside built-up areas,Switzerland,2004,6166,268,8291
Outside built-up areas,Switzerland,2005,5779,247,7628
Outside built-up areas,Switzerland,2006,5710,215,7562
Outside built-up areas,Switzerland,2007,5606,196,7396
Outside built-up areas,Switzerland,2008,5280,195,6923
Outside built-up areas,Switzerland,2009,5251,178,6791
Outside built-up areas,Switzerland,2010,5129,190,6780
Outside built-up areas,Switzerland,2011,4908,165,6446
Outside built-up areas,Switzerland,2012,4754,151,6126
Outside built-up areas,Switzerland,2013,4522,133,5831
Outside built-up areas,Switzerland,2014,4466,138,5724
Outside built-up areas,Switzerland,2015,4412,113,5716
Outside built-up areas,Switzerland,2016,4205,109,5485
Outside built-up areas,Switzerland,2017,4562,118,5824
Outside built-up areas,Switzerland,2018,,,
Outside built-up areas,Switzerland,2019,,,
Outside built-up areas,Switzerland,2020,,,
Outside built-up areas,Switzerland,2021,,,
Outside built-up areas,Switzerland,2022,,,
Outside built-up areas,Tajikistan,1993,,,
Outside built-up areas,Tajikistan,1994,1308,286,1375
Outside built-up areas,Tajikistan,1995,1023,261,1195
Outside built-up areas,Tajikistan,1996,1025,317,1183
Outside built-up areas,Tajikistan,1997,,,
Outside built-up areas,Tajikistan,1998,,,
Outside built-up areas,Tajikistan,1999,,,
Outside built-up areas,Tajikistan,2000,,,
Outside built-up areas,Tajikistan,2001,,,
Outside built-up areas,Tajikistan,2002,,,
Outside built-up areas,Tajikistan,2003,,,
Outside built-up areas,Tajikistan,2004,,,
Outside built-up areas,Tajikistan,2005,,,
Outside built-up areas,Tajikistan,2006,,,
Outside built-up areas,Tajikistan,2007,,,
Outside built-up areas,Tajikistan,2008,,,
Outside built-up areas,Tajikistan,2009,,,
Outside built-up areas,Tajikistan,2010,,,
Outside built-up areas,Tajikistan,2011,,,
Outside built-up areas,Tajikistan,2012,,,
Outside built-up areas,Tajikistan,2013,,,
Outside built-up areas,Tajikistan,2014,,,
Outside built-up areas,Tajikistan,2015,,,
Outside built-up areas,Tajikistan,2016,,,
Outside built-up areas,Tajikistan,2017,,,
Outside built-up areas,Tajikistan,2018,,,
Outside built-up areas,Tajikistan,2019,,,
Outside built-up areas,Tajikistan,2020,,,
Outside built-up areas,Tajikistan,2021,,,
Outside built-up areas,Tajikistan,2022,,,
Outside built-up areas,Turkiye,1993,16064,3024,37033
Outside built-up areas,Turkiye,1994,16272,2971,36942
Outside built-up areas,Turkiye,1995,16951,2830,40762
Outside built-up areas,Turkiye,1996,17426,2700,40361
Outside built-up areas,Turkiye,1997,18943,2673,42267
Outside built-up areas,Turkiye,1998,20554,2824,47018
Outside built-up areas,Turkiye,1999,25484,3500,55978
Outside built-up areas,Turkiye,2000,25063,3399,56808
Outside built-up areas,Turkiye,2001,20674,2591,45892
Outside built-up areas,Turkiye,2002,20175,2367,46075
Outside built-up areas,Turkiye,2003,19518,2304,44807
Outside built-up areas,Turkiye,2004,22675,2563,52018
Outside built-up areas,Turkiye,2005,25213,2573,57743
Outside built-up areas,Turkiye,2006,27684,2633,63068
Outside built-up areas,Turkiye,2007,30459,2952,68837
Outside built-up areas,Turkiye,2008,29307,2514,66651
Outside built-up areas,Turkiye,2009,31635,2541,73035
Outside built-up areas,Turkiye,2010,32859,2396,75326
Outside built-up areas,Turkiye,2011,35799,2249,81907
Outside built-up areas,Turkiye,2012,38267,2190,85928
Outside built-up areas,Turkiye,2013,37919,2132,85177
Outside built-up areas,Turkiye,2014,38576,2091,86718
Outside built-up areas,Turkiye,2015,41836,3510,92172
Outside built-up areas,Turkiye,2016,42557,3418,91832
Outside built-up areas,Turkiye,2017,42735,3439,92139
Outside built-up areas,Turkiye,2018,42735,3244,93607
Outside built-up areas,Turkiye,2019,38353,2548,82937
Outside built-up areas,Turkiye,2020,32996,2263,63746
Outside built-up areas,Turkiye,2021,35651,2381,68618
Outside built-up areas,Turkiye,2022,,,
Outside built-up areas,Turkmenistan,1993,,,
Outside built-up areas,Turkmenistan,1994,,,
Outside built-up areas,Turkmenistan,1995,,,
Outside built-up areas,Turkmenistan,1996,,,
Outside built-up areas,Turkmenistan,1997,,,
Outside built-up areas,Turkmenistan,1998,578,268,
Outside built-up areas,Turkmenistan,1999,522,258,
Outside built-up areas,Turkmenistan,2000,,,
Outside built-up areas,Turkmenistan,2001,,,
Outside built-up areas,Turkmenistan,2002,575,235,713
Outside built-up areas,Turkmenistan,2003,446,188,545
Outside built-up areas,Turkmenistan,2004,,,
Outside built-up areas,Turkmenistan,2005,,,
Outside built-up areas,Turkmenistan,2006,,,
Outside built-up areas,Turkmenistan,2007,,,
Outside built-up areas,Turkmenistan,2008,494,288,679
Outside built-up areas,Turkmenistan,2009,713,364,1054
Outside built-up areas,Turkmenistan,2010,837,458,1193
Outside built-up areas,Turkmenistan,2011,807,428,1104
Outside built-up areas,Turkmenistan,2012,779,396,1128
Outside built-up areas,Turkmenistan,2013,719,447,984
Outside built-up areas,Turkmenistan,2014,634,361,838
Outside built-up areas,Turkmenistan,2015,555,340,691
Outside built-up areas,Turkmenistan,2016,559,340,773
Outside built-up areas,Turkmenistan,2017,475,255,588
Outside built-up areas,Turkmenistan,2018,412,180,547
Outside built-up areas,Turkmenistan,2019,424,181,481
Outside built-up areas,Turkmenistan,2020,413,153,476
Outside built-up areas,Turkmenistan,2021,,,
Outside built-up areas,Turkmenistan,2022,,,
Outside built-up areas,Ukraine,1993,13237,3573,14709
Outside built-up areas,Ukraine,1994,10922,3066,13069
Outside built-up areas,Ukraine,1995,,,
Outside built-up areas,Ukraine,1996,,,
Outside built-up areas,Ukraine,1997,,,
Outside built-up areas,Ukraine,1998,,,
Outside built-up areas,Ukraine,1999,,,
Outside built-up areas,Ukraine,2000,,,
Outside built-up areas,Ukraine,2001,,,
Outside built-up areas,Ukraine,2002,,,
Outside built-up areas,Ukraine,2003,,,
Outside built-up areas,Ukraine,2004,,,
Outside built-up areas,Ukraine,2005,13398,3617,17696
Outside built-up areas,Ukraine,2006,,3744,16767
Outside built-up areas,Ukraine,2007,16327,4748,21921
Outside built-up areas,Ukraine,2008,14653,4149,19286
Outside built-up areas,Ukraine,2009,10549,3047,13951
Outside built-up areas,Ukraine,2010,9313,2683,12296
Outside built-up areas,Ukraine,2011,9338,2745,12318
Outside built-up areas,Ukraine,2012,9147,2986,12260
Outside built-up areas,Ukraine,2013,8754,2538,11855
Outside built-up areas,Ukraine,2014,,,
Outside built-up areas,Ukraine,2015,6437,1935,8829
Outside built-up areas,Ukraine,2016,6045,1678,8482
Outside built-up areas,Ukraine,2017,3297,971,10909
Outside built-up areas,Ukraine,2018,2823,954,9438
Outside built-up areas,Ukraine,2019,,,
Outside built-up areas,Ukraine,2020,,,
Outside built-up areas,Ukraine,2021,,,
Outside built-up areas,Ukraine,2022,,,
Outside built-up areas,United Kingdom,1993,53465,1892,82020
Outside built-up areas,United Kingdom,1994,54174,1874,83336
Outside built-up areas,United Kingdom,1995,58078,2039,86347
Outside built-up areas,United Kingdom,1996,55281,1899,85192
Outside built-up areas,United Kingdom,1997,56745,1938,87365
Outside built-up areas,United Kingdom,1998,56393,1855,86203
Outside built-up areas,United Kingdom,1999,58558,1924,90875
Outside built-up areas,United Kingdom,2000,57540,1931,88604
Outside built-up areas,United Kingdom,2001,56552,1952,87160
Outside built-up areas,United Kingdom,2002,55101,1934,83794
Outside built-up areas,United Kingdom,2003,53170,2004,80080
Outside built-up areas,United Kingdom,2004,52814,1855,79248
Outside built-up areas,United Kingdom,2005,50434,1831,76135
Outside built-up areas,United Kingdom,2006,48615,1787,72842
Outside built-up areas,United Kingdom,2007,46175,1697,68621
Outside built-up areas,United Kingdom,2008,41330,1401,60966
Outside built-up areas,United Kingdom,2009,39547,1206,59348
Outside built-up areas,United Kingdom,2010,54890,1196,79320
Outside built-up areas,United Kingdom,2011,53310,1216,76822
Outside built-up areas,United Kingdom,2012,51644,1086,74546
Outside built-up areas,United Kingdom,2013,49810,1124,71149
Outside built-up areas,United Kingdom,2014,51323,1142,73622
Outside built-up areas,United Kingdom,2015,49314,1093,70834
Outside built-up areas,United Kingdom,2016,30549,961,45732
Outside built-up areas,United Kingdom,2017,27930,948,41623
Outside built-up areas,United Kingdom,2018,26038,910,38490
Outside built-up areas,United Kingdom,2019,24622,873,36389
Outside built-up areas,United Kingdom,2020,19104,746,26873
Outside built-up areas,United Kingdom,2021,20480,779,29432
Outside built-up areas,United Kingdom,2022,,,
Outside built-up areas,United States,1993,,19125,
